id_unidad,nombre_unidad,nombre_organismo,cantidad_licitaciones,totalgastado,primera_licitacion,ultima_licitacion,gasto_2022,diferencia_anterior_2023,proveedores_2022,proveedores_2023,competencia_otros,valor_promedio_compra,cantidad_trabajadores,cliente_nuevo
4778,Educacion,I MUNICIPALIDAD DE MEJILLONES,1,14642940,31/07/2019,31/07/2019,0,2928588,0,0,2,14642940,509,0
1079486,SECCIÓN COMPRAS ZONA DE CARABINEROS ATACAMA,DIRECCION DE LOGISTICA DE CARABINEROS,1,14631695,27/11/2020,27/11/2020,0,2926339,0,0,2,14631695,0,0
4365,Regimiento Logístico del Ejército Nº2 Arsenales de Guerra,COMANDO DE APOYO A LA FUERZA,3,14592000,19/06/2019,17/10/2022,13342000,2918400,2,0,2,4864000,0,0
967490,Escuela Nacional de Especialidades Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,2,14590000,03/06/2019,04/05/2020,0,2918000,0,0,2,7295000,0,0
3898,Municipalidad de Frutillar Depto. Adm. Salud ,I MUNICIPALIDAD DE FRUTILLAR,2,14571065,13/06/2018,03/06/2019,0,2914213,0,0,2,7285532.5,102,0
3073,Seremi de Salud VIII región,SUBSECRETARIA DE SALUD PUBLICA,4,14544422,31/10/2018,13/09/2019,0,2908884.4,0,0,2,3636105.5,25289,0
2846,Direccion de Vialidad - VII Region - Provincia de Cauquenes,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,3,14505027,15/10/2020,26/05/2022,11294817,2901005.4,2,0,2,4835009,8883,0
4031,DIRECCION GENERAL DEL PERSONAL DE LA ARMADA,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,2,14497144,06/10/2020,07/09/2021,0,2899428.8,0,0,2,7248572,21177,0
1216,Ilustre Municipalidad de San Joaquin,I MUNICIPALIDAD SAN JOAQUIN,10,14493083,26/07/2018,08/02/2023,9935199,1272457,4,1,2,1449308.3,447,0
5952,SECPLAN,I MUNICIPALIDAD RIO IBANEZ,3,14492078,11/10/2018,30/11/2018,0,2898415.6,0,0,2,4830692.667,172,0
4941,Educación,ILUSTRE MUNICIPALIDAD DE PUTRE,7,14432960,22/02/2018,14/11/2019,0,2886592,0,0,2,2061851.429,72,0
4374,Escuela de Formación Policial de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,1,14410000,17/06/2022,17/06/2022,14410000,2882000,1,0,2,14410000,0,0
4888,Depto. Educacion Municipal,I MUNICIPALIDAD DE HUALANE,1,14385480,05/02/2019,05/02/2019,0,2877096,0,0,2,14385480,520,0
3716,COMPRAS Y CONTRATACIONES DE SALUD,ILUSTRE MUNICIPALIDAD DE SAN CARLOS,7,14366166,04/06/2018,08/06/2023,0,-441066,0,5,2,2052309.429,653,0
2157,SAG - Los Lagos,SERVICIO AGRICOLA Y GANADERO,5,14347208,16/04/2018,25/10/2021,0,2869441.6,0,0,2,2869441.6,4406,0
2390,Dirección de Educación,I MUNICIPALIDAD DE RECOLETA,1,14221875,13/02/2023,13/02/2023,0,-14221875,0,1,2,14221875,2111,0
3952,Municipalidad de Los Muermos-Depto. Salud,I MUNICIPALIDAD DE LOS MUERMOS,3,14219240,07/05/2018,30/05/2022,5850000,2843848,1,0,2,4739746.667,251,0
2413,UNIDAD DE COMPRA ANTOFAGASTA,DIRECCION GENERAL DE AERONAUTICA CIVIL,6,14168258,20/04/2018,05/04/2023,2700000,209491.6,1,1,2,2361376.333,4973,0
4161,CENTRAL ODONTOLOGICA IA. ZONA NAVAL,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,2,14127618,09/09/2019,06/12/2022,8403361,2825523.6,1,0,2,7063809,0,0
699866,Insumos Clínicos,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA,16,14033738,16/08/2018,19/06/2023,5814226,2249099.2,9,12,2,877108.625,0,0
4786,Gestión,I MUNICIPALIDAD DE PRIMAVERA,1,13980000,07/07/2020,07/07/2020,0,2796000,0,0,2,13980000,71,0
2158,SAG - Magallanes,SERVICIO AGRICOLA Y GANADERO,3,13950958,19/04/2018,09/07/2019,0,2790191.6,0,0,2,4650319.333,4406,0
287011,Junaeb Región de Arica y Parinacota,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,3,13908200,18/03/2019,16/09/2021,0,2781640,0,0,2,4636066.667,946,0
5071,Municipalidad de Hualpén,MUNICIPALIDAD DE HUALPEN,4,13815214,30/05/2018,26/07/2022,6378894,2763042.8,2,0,2,3453803.5,1858,0
5385,ADQUISICIONES,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,8,13797082,23/11/2018,18/10/2022,6971388,2759416.4,7,0,2,1724635.25,1421,0
640840,SALUD,I MUNICIPALIDAD DE QUINTERO,1,13788811,26/09/2022,26/09/2022,13788811,2757762.2,9,0,2,13788811,1093,0
6451,Junji - XIV Región - Los Ríos,JUNTA NACIONAL DE JARDINES         INFANTILES,2,13745944,18/07/2019,07/10/2019,0,2749188.8,0,0,2,6872972,23015,0
3715,COMPRAS Y CONTRATACIONES DE EDUCACION,ILUSTRE MUNICIPALIDAD DE SAN CARLOS,4,13730902,26/06/2018,20/01/2023,0,-1321819.6,0,1,2,3432725.5,1211,0
4201,GOBERNACION MARITIMA DE VALPARAISO,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,1,13719958,29/11/2020,29/11/2020,0,2743991.6,0,0,2,13719958,0,0
1359,H_Chanco,SERVICIO DE SALUD DEL MAULE HOSPITAL DE,2,13691088,20/08/2018,24/08/2021,0,2738217.6,0,0,1,6845544,0,0
4667,Salud,I MUNICIPALIDAD DE SAN IGNACIO,4,13544777,07/05/2019,02/05/2022,10662,2708955.4,1,0,2,3386194.25,979,0
1208066,ADMINISTRACIÓN DE CAMPUS,UNIVERSIDAD DE TALCA,3,13542720,26/07/2022,22/03/2023,3300000,-9582720,1,2,2,4514240,1375,0
4028,DESTACAMENTO IM N° 4 COCHRANE,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,2,13441185,01/06/2018,01/06/2018,0,2688237,0,0,2,6720592.5,0,0
5510,Departamento de Salud,I MUNICIPALIDAD DE COIHUECO,5,13432652,11/07/2019,16/03/2023,0,-4480109.6,0,1,2,2686530.4,156,0
4825,Salud Municipal,I MUNICIPALIDAD DE PINTO,5,13392998,15/01/2020,23/08/2022,5430900,2678599.6,2,0,2,2678599.6,176,0
3373,DEPARTAMENTO DE ADQUISICIONES DASM,I MUNICIPALIDAD DE COPIAPO,5,13366453,31/07/2018,03/03/2023,0,-8249643.4,0,1,2,2673290.6,1053,0
1864,Gobierno Regional de Aysen - XI Región,GOBIERNO REGIONAL DE AYSEN,1,13305198,14/06/2022,14/06/2022,13305198,2661039.6,1,0,2,13305198,152,0
1078779,Fondos Extrapresupuestarios,SERVICIO DE SALUD AYSEN CARLOS IBANEZ DEL CAMPO,3,13286454,19/05/2021,28/12/2022,9003694,2657290.8,6,0,2,4428818,3739,0
3895,Departamento de Educación,I MUNICIPALIDAD DE FUTRONO,4,13268000,09/08/2018,21/10/2021,0,2653600,0,0,2,3317000,707,0
5317,DEPARTAMENTO SALUD MUNICIPALIDAD DE SAN CLEMENTE,I MUNICIPALIDAD DE SAN CLEMENTE,4,13257496,27/08/2021,29/09/2022,11685924,2651499.2,13,0,2,3314374,1913,0
3726,ADQUISICIONES MUNISANFE,I MUNICIPALIDAD DE SAN FELIPE,4,13067743,14/08/2018,03/04/2023,5095840,-3069927.4,3,1,2,3266935.75,2163,0
4978,4058-Salud,I MUNICIPALIDAD DE LONQUIMAY,3,13063205,18/08/2020,08/03/2022,12477556,2612641,1,0,2,4354401.667,630,0
1084,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,2,13054982,18/01/2022,03/05/2022,13054982,2610996.4,1,0,2,6527491,946,0
1013609,"Jefatura Adm. y Log. Campo Militar ""Antofagasta""",COMANDO DE APOYO A LA FUERZA,4,12994974,02/08/2021,07/09/2022,12912644,2598994.8,4,0,2,3248743.5,0,0
4686,Salud,I MUNICIPALIDAD DE PELARCO,4,12911890,22/10/2018,10/02/2020,0,2582378,0,0,2,3227972.5,489,0
1999,Dirección de Vialidad - XI Región - Dirección Regional,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,1,12839515,26/03/2019,26/03/2019,0,2567903,0,0,2,12839515,8883,0
5724,Dirección de Vialidad - IX Región - Provincia de Cautín,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,1,12772100,22/08/2018,22/08/2018,0,2554420,0,0,2,12772100,8883,0
3269,LICITACIONES SECPLAC,I MUNICIPALIDAD DE LA PINTANA,1,12667480,02/08/2019,02/08/2019,0,2533496,0,0,2,12667480,2818,0
2734,Ilustre Municipalidad de Villa Alegre,I MUNICIPALIDAD DE VILLA ALEGRE,4,12633241,11/10/2018,04/06/2020,0,2526648.2,0,0,2,3158310.25,872,0
5155,Secretaria de Planificación,I MUNICIPALIDAD DE CURANILAHUE,3,12589462,18/08/2020,19/10/2022,6404762,2517892.4,1,0,2,4196487.333,130,0
1057404,Bienes y Servicios,SERVICIO DE SALUD ARAUCO HOSPITAL DE ARAUCO,2,12573268,06/05/2022,15/06/2022,12573268,2514653.6,2,0,2,6286634,0,0
4954,Daem,I MUNICIPALIDAD DE CANETE,2,12562736,29/05/2018,13/05/2022,9880836,2512547.2,1,0,2,6281368,953,0
1186229,Unidad de Compras Nivel Central,SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,1,12497000,08/06/2023,08/06/2023,0,-12497000,0,1,2,12497000,3782,0
3197,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,5,12485079,06/04/2018,02/03/2023,10575680,2496873,12,1,2,2497015.8,0,0
4367,Escuela de Montaña - ESCMÑA,COMANDO DE APOYO A LA FUERZA,2,12412600,22/06/2018,22/11/2022,10900000,2482520,1,0,2,6206300,0,0
813685,DIRECCION GENERAL DEL TERRITORIO MARIT Y MM (AB),DIRECCION DE ABASTECIMIENTO DE LA ARMADA,3,12380710,08/03/2018,14/11/2018,0,2476142,0,0,2,4126903.333,1321,0
4846,Salud Municipal,Ilustre Municipalidad de San Juan de la Costa,3,12332289,19/11/2018,04/08/2022,11782289,2466457.8,6,0,2,4110763,481,0
4226,Departamento Comunal de Educación ,I MUNICIPALIDAD DE TUCAPEL,1,12320401,15/01/2019,15/01/2019,0,2464080.2,0,0,2,12320401,410,0
3752,DEP. DE EDUCACION MUNICIPAL DE CORONEL,I MUNICIPALIDAD DE CORONEL,5,12305536,04/06/2018,28/12/2021,0,2461107.2,0,0,2,2461107.2,2170,0
1412,H_ San José de Coronel,SERVICIO NACIONAL DE SALUD HOSPITAL DE CORONEL,1,12098662,18/07/2018,18/07/2018,0,2419732.4,0,0,2,12098662,0,0
6276,Grupo de Abastecimiento del Comando Logístico,FUERZA AEREA DE CHILE COMANDO LOGISTICO,5,12090291,11/06/2020,02/12/2020,0,2418058.2,0,0,2,2418058.2,0,0
6026,Gobierno Regional,SERVICIO DE SALUD MAGALLANES,1,12056847,09/04/2018,09/04/2018,0,2411369.4,0,0,2,12056847,3790,0
1057379,Hospital San Antonio de Putaendo,SERVICIO DE SALUD ACONCAGUA HOSPITAL DE PUTAENDO,4,12025000,23/04/2020,31/03/2022,8000000,2405000,1,0,2,3006250,0,0
4507,Departamento de Salud Municipal Carahue,I MUNICIPALIDAD DE CARAHUE,2,11988989,28/08/2019,06/04/2022,11200000,2397797.8,1,0,2,5994494.5,319,0
287024,Serviu Región de Los Ríos - Valdivia,SERVICIO DE VIVIENDA Y URBANIZACION DE V,2,11975175,01/07/2019,01/09/2021,0,2395035,0,0,2,5987587.5,0,0
5208,Secpla - MUNICIPALIDAD LIMACHE,I MUNICIPALIDAD DE LIMACHE,1,11956109,05/12/2019,05/12/2019,0,2391221.8,0,0,2,11956109,1051,0
4875,D.A.E.M.,I MUNICIPALIDAD DE SANTA JUANA,2,11940230,11/08/2021,30/05/2022,7218228,2388046,1,0,2,5970115,523,0
838108,"División de Bienestar ZB ""Valparaíso"" BSoc",COMANDO DE APOYO A LA FUERZA,2,11912000,31/07/2020,27/10/2022,2560000,2382400,1,0,2,5956000,365,0
1116003,RED SECUNDARIA Y PEQUEÑOS AD Z NORTE,DIRECCION GENERAL DE AERONAUTICA CIVIL,3,11904565,30/08/2021,05/08/2022,9029685,2380913,5,0,2,3968188.333,4973,0
4428,Departamento de Salud,I MUNICIPALIDAD DE CALBUCO,2,11870000,12/11/2019,13/08/2021,0,2374000,0,0,2,5935000,419,0
2624,Hospital Santa Filomena de Graneros,SERVICIO DE SALUD HOSPITAL DE GRANEROS,11,11868887,29/08/2018,14/09/2021,0,2373777.4,0,0,2,1078989.727,285,0
3566,VIII Región - Provincial Bío-Bío,CORP NACIONAL FORESTAL,1,11817500,27/12/2022,27/12/2022,11817500,2363500,2,0,2,11817500,16750,0
918434,MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO,MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO,2,11798820,28/06/2022,30/01/2023,5280000,-5462820,1,1,2,5899410,185,0
539778,COMANDANCIA BASE NAVAL PUNTA ARENAS,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,4,11705930,30/04/2018,03/09/2021,0,2341186,0,0,2,2926482.5,0,0
2528,Centro Referencia Salud Doctor Salvador Allende G.,CENTRO REFERENCIAL DE SALUD DR SALVADOR ALLENDE GOSSENS,8,11669297,28/05/2018,13/07/2021,0,2333859.4,0,0,2,1458662.125,376,0
4134,Departamento de Salud,I MUNICIPALIDAD DE COLLIPULLI,1,11646396,01/06/2018,01/06/2018,0,2329279.2,0,0,2,11646396,918,0
4336,Escuela de los Servicios - ESCSERV,COMANDO DE APOYO A LA FUERZA,4,11601200,24/04/2020,17/05/2021,0,2320240,0,0,2,2900300,0,0
2493,SEREMI SALUD REGION DE LOS RIOS ,SUBSECRETARIA DE SALUD PUBLICA,2,11570956,21/03/2019,04/07/2019,0,2314191.2,0,0,2,5785478,25289,0
4879,Unidad de Salud,I MUNICIPALIDAD DE NAVIDAD,5,11526513,13/03/2018,05/10/2022,3085080,2305302.6,3,0,2,2305302.6,517,0
4492,Secplac,I MUNICIPALIDAD DE CARAHUE,1,11500000,20/04/2021,20/04/2021,0,2300000,0,0,2,11500000,319,0
3254,Unidad de Adquisiciones Farmacia,INSTITUTO PSIQUIATRICO DR JOSE HORWITZ BARAK,1,11465500,28/03/2018,28/03/2018,0,2293100,0,0,2,11465500,896,0
5400,Departamento de Salud,I MUNICIPALIDAD DE TIERRA AMARILLA,3,11443328,08/10/2018,28/09/2021,0,2288665.6,0,0,2,3814442.667,300,0
4630,Salud,I MUNICIPALIDAD DE VICTORIA,10,11329816,15/01/2020,15/11/2022,4744798,2265963.2,7,0,2,1132981.6,1353,0
1058134,Fármarcos,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE,3,11300842,12/12/2019,05/06/2020,0,2260168.4,0,0,2,3766947.333,0,0
4288,"Regimiento Logístico N° 5 ""Magallanes",COMANDO DE APOYO A LA FUERZA,5,11268650,03/09/2018,30/04/2021,0,2253730,0,0,2,2253730,0,0
3326,ILUSTRE MUNICIPALIDAD DE LINARES,I MUNICIPALIDAD DE LINARES,4,11217026,24/08/2018,24/05/2021,0,2243405.2,0,0,2,2804256.5,360,0
5718,Senado de la República de Chile,SENADO DE LA REPUBLICA,1,11210000,17/12/2018,17/12/2018,0,2242000,0,0,2,11210000,841,0
4897,Departamento De Salud Municipal,I MUNICIPALIDAD DE SANTA BARBARA,13,11171119,18/04/2018,28/06/2022,2440000,2234223.8,2,0,2,859316.8462,106,0
1057977,Obras Civiles,SERVICIO SALUD DEL RELONCAVI,1,11161010,07/03/2023,07/03/2023,0,-11161010,0,1,2,11161010,7121,0
4122,Departamento de Educación,I MUNICIPALIDAD DE LONCOCHE,6,11105770,14/06/2018,20/07/2021,0,2221154,0,0,2,1850961.667,829,0
4770,Educación,I MUNICIPALIDAD DE RIO BUENO,1,11070000,29/01/2020,29/01/2020,0,2214000,0,0,2,11070000,1019,0
4426,MUNICIPALIDAD DE PENCAHUE,I MUNICIPALIDAD DE PENCAHUE,3,11049914,27/09/2019,07/12/2022,8454280,2209982.8,7,0,2,3683304.667,360,0
5650,Salud,MUNICIPALIDAD DE CHOLCHOL,6,11049771,19/06/2018,05/08/2022,1009544,2209954.2,2,0,2,1841628.5,405,0
3282,ILUSTRE MUNICIPALIDAD DE CANELA,I MUNICIPALIDAD DE CANELA,1,11045889,08/11/2019,08/11/2019,0,2209177.8,0,0,2,11045889,502,0
4611,Educación,I MUNICIPALIDAD DE LAS CABRAS,2,11032000,09/03/2018,17/11/2021,0,2206400,0,0,2,5516000,1101,0
874750,Hospital de Porvenir,SERVICIO DE SALUD MAGALLANES,2,11026021,26/02/2021,17/03/2022,3800000,2205204.2,1,0,2,5513010.5,0,0
3972,Departamento de Salud,I MUNICIPALIDAD DE LOTA,7,11018904,22/08/2018,23/01/2023,0,-1492699.2,0,1,2,1574129.143,371,0
3395,I.MUNICIPALIDAD DE PEÑALOLEN,I MUNICIPALIDAD DE PENALOLEN,4,10955026,24/09/2018,07/03/2023,0,-933962.8,0,1,2,2738756.5,551,0
6524,Sección Compras y Servicios Generales,SERVICIO REGIONAL DE LA VIVIENDA Y URBAN,1,10885008,05/05/2023,05/05/2023,0,-10885008,0,2,2,10885008,7,0
812799,Secoplac,I MUNICIPALIDAD DE MEJILLONES,1,10840328,18/08/2022,18/08/2022,10840328,2168065.6,1,0,2,10840328,509,0
1602,Subsecretaría de Telecomunicaciones,SUBSECRETARIA DE TELECOMUNICACIONES,1,10831000,21/10/2022,21/10/2022,10831000,2166200,2,0,2,10831000,263,0
1832,Gobierno Regional de Valparaiso - V Región,GOBIERNO REGIONAL V REGION,2,10699196,17/10/2022,13/06/2023,5453462,-4155041.6,2,5,2,5349598,173,0
5010,Departamento de Salud  ,I MUNICIPALIDAD DE MAULLIN,3,10672335,30/12/2019,23/12/2022,8486655,2134467,3,0,2,3557445,591,0
6239,Unidad de Farmacia,SERVICIO DE SALUD HOSPITAL DE RENGO,1,10630360,01/08/2018,01/08/2018,0,2126072,0,0,2,10630360,668,0
1057418,Bienes y Servicios,SERVICIO DE SALUD BIO BIO HOSPITAL DE MULCHEN,3,10602395,26/11/2021,16/05/2023,0,-8374586.6,0,14,2,3534131.667,0,0
2631,Hospital San Antonio de Putaendo,SERVICIO DE SALUD ACONCAGUA,1,10596000,16/05/2018,16/05/2018,0,2119200,0,0,2,10596000,4540,0
4493,Secretaria Comunal de Planificación ,I MUNICIPALIDAD DE PANGUIPULLI,1,10595273,05/09/2019,05/09/2019,0,2119054.6,0,0,2,10595273,231,0
3454,Dirección de Desarrollo Comunitario,I MUNICIPALIDAD DE PROVIDENCIA,2,10576453,14/06/2018,29/05/2019,0,2115290.6,0,0,2,5288226.5,1055,0
1697,D.N - Servicio Nacional de Pesca y Acuicultura,SERV NACIONAL DE PESCA,3,10544565,29/07/2019,09/05/2022,122565,2108913,1,0,2,3514855,1197,0
2033,X Región - Oficina Regional de Los Lagos,CORP NACIONAL FORESTAL,3,10460086,05/11/2020,30/11/2022,8054726,2092017.2,2,0,2,3486695.333,16750,0
4416,Departamento Salud,I MUNICIPALIDAD DE VILCUN,4,10456203,28/12/2018,10/05/2021,0,2091240.6,0,0,2,2614050.75,924,0
1057969,Obras Civiles,SERVICIO DE SALUD METROPOLITANO NORTE,2,10450728,18/12/2019,18/12/2019,0,2090145.6,0,0,2,5225364,452,0
1173437,CET Cerrado CDP Puerto Aysén,DIRECCION GENERAL DE GENDARMERIA DE CHIL,1,10406513,28/07/2022,28/07/2022,10406513,2081302.6,1,0,2,10406513,0,0
3653,Dirección de Salud Municipal,I MUNICIPALIDAD DE TOME,4,10326368,26/03/2018,29/11/2022,120020,2065273.6,1,0,2,2581592,657,0
1079659,SECCIÓN COMPRAS ZONA CARAB ARAUCANÍA CONT ORD PUBL,DIRECCION DE LOGISTICA DE CARABINEROS,4,10288325,10/02/2022,29/11/2022,10288325,2057665,1,0,2,2572081.25,0,0
1075337,Bienes y Servicio,SERVICIO DE SALUD ARAUCANIA NORTE HOSPITAL DE ANGOL,6,10250724,08/07/2021,24/03/2023,4,-10249958.4,3,11,2,1708454,1682,0
1120583,Adm Fondos o Fondos Extrapresupuestarios Ñuble,SUBSECRETARIA DE SALUD PUBLICA,1,10235262,21/01/2021,21/01/2021,0,2047052.4,0,0,2,10235262,25289,0
4025,DEPTO DE BIENESTAR SOCIAL PUERTO MONTT,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,2,10212600,22/07/2019,26/03/2020,0,2042520,0,0,2,5106300,9,0
2660,HOSPITAL DE FRESIA,SERVICIO SALUD DEL RELONCAVI,2,10208000,05/05/2021,17/03/2023,0,-9880697.6,0,9,2,5104000,0,0
3365,SECRETARIA DE PLANIFICACION,I MUNICIPALIDAD DE RECOLETA,1,10179810,03/07/2018,03/07/2018,0,2035962,0,0,2,10179810,2111,0
545854,SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,1,10170867,14/05/2019,14/05/2019,0,2034173.4,0,0,2,10170867,3782,0
5140,UNIDAD DE COMPRA BIENESTAR SOCIAL ANTOFAGASTA,DIRECCION GENERAL DE AERONAUTICA CIVIL,4,10087000,13/08/2018,30/09/2022,6600000,2017400,1,0,2,2521750,26,0
4946,Depto. Educacion,I MUNICIPALIDAD DE ANTUCO,1,10085294,13/02/2019,13/02/2019,0,2017058.8,0,0,2,10085294,142,0
3893,Departamento de Educación,I MUNICIPALIDAD DE LANCO,4,10078292,16/03/2018,24/03/2022,4573060,2015658.4,1,0,2,2519573,497,0
287010,Junaeb Región de Los Ríos,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,1,10000000,04/04/2018,04/04/2018,0,2000000,0,0,2,10000000,946,0
3933,"ESCUELA NAVAL ""ARTURO PRAT""",DIRECCION DE ABASTECIMIENTO DE LA ARMADA,5,9861722,01/03/2018,20/10/2022,4615042,1972344.4,2,0,2,1972344.4,0,0
1618,Tesorería General de la República,TESORERIA GENERAL DE LA REPUBLICA,3,9851569,20/02/2018,23/03/2021,0,1970313.8,0,0,2,3283856.333,2036,0
1927,I.N.D. REGION IV,INSTITUTO NACIONAL DE DEPORTES DE CHILE,2,9811000,29/08/2019,12/05/2023,0,-4637800,0,1,2,4905500,1210,0
4854,Departamento de Salud,I MUNICIPALIDAD DE FREIRE,6,9678450,29/08/2019,31/05/2023,996000,159690,1,1,2,1613075,781,0
6295,DIRECCIÓN DE ADMINISTRACIÓN,UNIVERSIDAD DE MAGALLANES,1,9674602,18/01/2018,18/01/2018,0,1934920.4,0,0,2,9674602,584,0
4079,ESTACION NAVAL DE ISLA DAWSON,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,2,9624000,25/05/2020,12/05/2022,3709000,1924800,1,0,2,4812000,0,0
3445,ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL,ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL,3,9616000,25/01/2018,25/02/2021,0,1923200,0,0,2,3205333.333,561,0
4706,Depto. De Salud,I MUNICIPALIDAD DE COELEMU,3,9558802,06/09/2018,19/11/2019,0,1911760.4,0,0,2,3186267.333,858,0
907562,Departamento Salud,I MUNICIPALIDAD DE PICA,3,9548315,28/02/2022,05/04/2023,3637286,-5183571.8,7,9,2,3182771.667,572,0
1013,INE - Central,INSTITUTO NACIONAL DE ESTADISTICAS,2,9533900,14/09/2018,05/11/2019,0,1906780,0,0,2,4766950,1920,0
875861,Pref. Tecnica y Seguridad Vial OS2,DIRECCION DE LOGISTICA DE CARABINEROS,3,9468857,15/05/2018,01/07/2020,0,1893771.4,0,0,2,3156285.667,0,0
548871,IPS Region de Magallanes y Antartica Chilena,INSTITUTO DE PREVISION SOCIAL,6,9447750,01/10/2018,03/01/2023,0,-852450,0,1,2,1574625,2617,0
5323,Salud,Ilustre Municipalidad de Lumaco,6,9439840,19/06/2019,12/08/2022,5408990,1887968,5,0,2,1573306.667,490,0
3304,Dirección Comunal De Educación,ILUSTRE MUNICIPALIDAD DE MOLINA ,6,9433899,08/01/2018,11/05/2023,0,-6466419,0,2,2,1572316.5,1423,0
1173434,CET Cañete,DIRECCION GENERAL DE GENDARMERIA DE CHIL,2,9394948,30/08/2022,31/05/2023,1868498,-7152750.4,2,6,2,4697474,0,0
2646,Hospital Santa Juana,Hospital Santa Juana,4,9355413,05/06/2020,31/03/2023,706280,54282.6,8,7,2,2338853.25,0,0
5371,Ilustre Municipalidad de Arauco - Educación,I MUNICIPALIDAD DE ARAUCO,2,9350000,30/11/2018,01/12/2021,0,1870000,0,0,2,4675000,1574,0
1989,Dirección de Vialidad - II Región - Dirección Regional,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,3,9308648,30/08/2019,22/03/2022,1694000,1861729.6,1,0,2,3102882.667,8883,0
1079563,SECC COMPRAS ZONA DE CARAB LIB BERNARDO OHIGGINS,DIRECCION DE LOGISTICA DE CARABINEROS,4,9297339,22/08/2022,16/12/2022,9297339,1859467.8,4,0,2,2324334.75,0,0
2378,Consultorio Miraflores,Consultorio Miraflores,3,9227442,13/04/2021,07/12/2022,3951866,1845488.4,2,0,2,3075814,541,0
3594,Cementerio_Antofagasta,I MUNICIPALIDAD DE ANTOFAGASTA,2,9193322,09/11/2022,03/06/2023,5026052,-3162059.6,1,1,2,4596661,723,0
2688,Hospital Cochrane,SERVICIO NACIONAL DE SALUD HOSPITAL DE COCHRANE,3,9187664,05/06/2018,09/02/2023,0,1837530.4,0,1,2,3062554.667,0,0
4654,Adquisiciones,I MUNICIPALIDAD DE LAJA,5,9174455,06/04/2018,29/04/2020,0,1834891,0,0,2,1834891,953,0
4934,Departamento De Educación,I MUNICIPALIDAD DE PUCHUNCAVI,8,9160402,22/02/2018,17/04/2023,2410395,1832078,1,2,2,1145050.25,870,0
778993,"Regimiento N° 23 ""Copiapó""",COMANDO DE APOYO A LA FUERZA,2,9117000,04/08/2022,29/03/2023,4117000,-4176600,1,1,2,4558500,0,0
2002,Dirección de Vialidad - XII Región - Dirección Regional,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,1,9077310,20/02/2023,20/02/2023,0,-9077310,0,1,2,9077310,8883,0
3313,ADQUISICIONES SALUD MUNICIPAL,I MUNICIPALIDAD DE SAN JAVIER,4,9061717,22/01/2019,17/04/2023,0,1731285.8,0,1,2,2265429.25,1574,0
4571,Departamento Salud  Quilleco,I MUNICIPALIDAD DE QUILLECO,10,9047029,07/08/2018,16/05/2023,3901753,-1690712.2,9,7,2,904702.9,189,0
1180919,Compra Convenios GORE 10,SERVICIO SALUD DEL RELONCAVI,1,9026000,23/10/2021,23/10/2021,0,1805200,0,0,2,9026000,7121,0
2274,Direccion de Vialidad - VII Región - Provincia de Curicó,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,1,9020904,15/11/2022,15/11/2022,9020904,1804180.8,1,0,2,9020904,8883,0
3281,ILUSTRE MUNICIPALIDAD DE MACUL,ILUSTRE MUNICIPALIDAD DE MACUL,8,8991691,07/09/2018,06/06/2023,0,-793661.8,0,1,2,1123961.375,453,0
1321,Administración y Finanzas - Abastecimiento,I MUNICIPALIDAD DE CERRILLOS,6,8951193,31/05/2018,26/05/2022,6058728,1790238.6,2,0,1,1491865.5,1113,0
